! Definitions,Experiment name,Dome name for field overlay (regional management assumptions),Dome name for seasonal strategy (multi-year or management regimens),,,,,,,,,! Soil Types used for Field overlay DOME,,,,,,
! Units,,Copy name(s) from field overlay file,Copy name(s) from seasonal strategy file,,,,,,,,,!,!Soil #,!Soil_ID,!Field Overlay name,!,!,
#,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,,!,!EXNAME,!WST_ID,!SOIL_ID,!Soil #,!Stratum,,!,2,ITSN840042,NIORO------Soil2,,,
*,NIORO001,NIORO------Soil1,NIORO-4----IEFA-RCP8.5_MID,,!,NIORO001,DJIG,ITSN840080,1,4,,!,3,ITSN840056,NIORO------Soil3,,,
*,NIORO002,NIORO------Soil1,NIORO-3----IEFA-RCP8.5_MID,,!,NIORO002,DJIG,ITSN840080,1,3,,!,4,ITSN840067,NIORO------Soil4,,,
*,NIORO003,NIORO------Soil1,NIORO-5----IEFA-RCP8.5_MID,,!,NIORO003,DJIG,ITSN840080,1,5,,!,1,ITSN840080,NIORO------Soil1,,,
*,NIORO004,NIORO------Soil1,NIORO-1----IEFA-RCP8.5_MID,,!,NIORO004,DJIG,ITSN840080,1,1,,!,,,,,,
*,NIORO005,NIORO------Soil1,NIORO-4----IEFA-RCP8.5_MID,,!,NIORO005,DJIG,ITSN840080,1,4,,! Field Overlay DOME info:,,,,,,
*,NIORO006,NIORO------Soil1,NIORO-3----IEFA-RCP8.5_MID,,!,NIORO006,DJIG,ITSN840080,1,3,,!,!Dome_Name,NIORO------Soil2,NIORO------Soil3,NIORO------Soil4,NIORO------Soil1,
*,NIORO007,NIORO------Soil1,NIORO-3----IEFA-RCP8.5_MID,,!,NIORO007,DJIG,ITSN840080,1,3,,!,REG_ID,NIORO,NIORO,NIORO,NIORO,
*,NIORO008,NIORO------Soil1,NIORO-5----IEFA-RCP8.5_MID,,!,NIORO008,DJIG,ITSN840080,1,5,,!,STRATUM,,,,,
*,NIORO009,NIORO------Soil1,NIORO-4----IEFA-RCP8.5_MID,,!,NIORO009,DJIG,ITSN840080,1,4,,!,RAP_ID,,,,,
*,NIORO010,NIORO------Soil1,NIORO-5----IEFA-RCP8.5_MID,,!,NIORO010,DJIG,ITSN840080,1,5,,!,MAN_ID,,,,,
