! Definitions,Experiment name,Dome name for field overlay (regional management assumptions),Dome name for seasonal strategy (multi-year or management regimens),,,,,,,,,! Soil Types used for Field overlay DOME,,,,,,
! Units,,Copy name(s) from field overlay file,Copy name(s) from seasonal strategy file,,,,,,,,,!,!Soil #,!Soil_ID,!Field Overlay name,!,!,
#,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,,!,!EXNAME,!WST_ID,!SOIL_ID,!Soil #,!Stratum,,!,2,ITSN840042,NIORO---A1---Soil2_A1,,,
*,NIORO044,NIORO---A1---Soil3_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO044,NDIB,ITSN840056,3,6,,,,,,,,
*,NIORO045,NIORO---A1---Soil3_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO045,NDIB,ITSN840056,3,3,,,,,,,,
*,NIORO046,NIORO---A1---Soil3_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO046,NDIB,ITSN840056,3,4,,,,,,,,
*,NIORO047,NIORO---A1---Soil3_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO047,NDIB,ITSN840056,3,3,,,,,,,,
*,NIORO048,NIORO---A1---Soil3_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO048,NDIB,ITSN840056,3,6,,,,,,,,
*,NIORO049,NIORO---A1---Soil3_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO049,NDIB,ITSN840056,3,3,,,,,,,,
*,NIORO050,NIORO---A1---Soil1_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO050,NGAY,ITSN840080,1,5,,,,,,,,
*,NIORO051,NIORO---A1---Soil1_A1,NIORO-7--A1--IEFA-RCP8.5_MID,,!,NIORO051,NGAY,ITSN840080,1,7,,,,,,,,
*,NIORO052,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO052,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO053,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO053,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO054,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO054,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO055,NIORO---A1---Soil1_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO055,NGAY,ITSN840080,1,3,,,,,,,,
*,NIORO056,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO056,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO057,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO057,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO058,NIORO---A1---Soil1_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO058,NGAY,ITSN840080,1,5,,,,,,,,
*,NIORO059,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO059,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO060,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO060,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO061,NIORO---A1---Soil1_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO061,NGAY,ITSN840080,1,4,,,,,,,,
*,NIORO062,NIORO---A1---Soil1_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO062,NGAY,ITSN840080,1,5,,,,,,,,
*,NIORO063,NIORO---A1---Soil1_A1,NIORO-2--A1--IEFA-RCP8.5_MID,,!,NIORO063,NGAY,ITSN840080,1,2,,,,,,,,
*,NIORO064,NIORO---A1---Soil1_A1,NIORO-1--A1--IEFA-RCP8.5_MID,,!,NIORO064,NGAY,ITSN840080,1,1,,,,,,,,
*,NIORO065,NIORO---A1---Soil1_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO065,NGAY,ITSN840080,1,6,,,,,,,,
*,NIORO066,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO066,PAOS,ITSN840067,4,4,,,,,,,,
*,NIORO067,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO067,PAOS,ITSN840067,4,5,,,,,,,,
*,NIORO068,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO068,PAOS,ITSN840067,4,4,,,,,,,,
*,NIORO069,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO069,PAOS,ITSN840067,4,4,,,,,,,,
*,NIORO070,NIORO---A1---Soil4_A1,NIORO-1--A1--IEFA-RCP8.5_MID,,!,NIORO070,PAOS,ITSN840067,4,1,,,,,,,,
*,NIORO071,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO071,PAOS,ITSN840067,4,4,,,,,,,,
*,NIORO072,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO072,PORO,ITSN840067,4,5,,,,,,,,
*,NIORO073,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO073,PORO,ITSN840067,4,5,,,,,,,,
*,NIORO074,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO074,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO075,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO075,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO076,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO076,PORO,ITSN840067,4,5,,,,,,,,
*,NIORO077,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO077,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO078,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO078,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO079,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO079,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO080,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO080,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO081,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO081,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO082,NIORO---A1---Soil4_A1,NIORO-2--A1--IEFA-RCP8.5_MID,,!,NIORO082,PORO,ITSN840067,4,2,,,,,,,,
*,NIORO083,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO083,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO084,NIORO---A1---Soil4_A1,NIORO-7--A1--IEFA-RCP8.5_MID,,!,NIORO084,PORO,ITSN840067,4,7,,,,,,,,
*,NIORO085,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO085,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO086,NIORO---A1---Soil4_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO086,PORO,ITSN840067,4,6,,,,,,,,
*,NIORO087,NIORO---A1---Soil4_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO087,PORO,ITSN840067,4,6,,,,,,,,
*,NIORO088,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO088,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO089,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO089,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO090,NIORO---A1---Soil4_A1,NIORO-2--A1--IEFA-RCP8.5_MID,,!,NIORO090,PORO,ITSN840067,4,2,,,,,,,,
*,NIORO091,NIORO---A1---Soil4_A1,NIORO-3--A1--IEFA-RCP8.5_MID,,!,NIORO091,PORO,ITSN840067,4,3,,,,,,,,
*,NIORO092,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO092,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO093,NIORO---A1---Soil4_A1,NIORO-6--A1--IEFA-RCP8.5_MID,,!,NIORO093,PORO,ITSN840067,4,6,,,,,,,,
*,NIORO094,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO094,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO095,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO095,PORO,ITSN840067,4,5,,,,,,,,
*,NIORO096,NIORO---A1---Soil4_A1,NIORO-2--A1--IEFA-RCP8.5_MID,,!,NIORO096,PORO,ITSN840067,4,2,,,,,,,,
*,NIORO097,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO097,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO098,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO098,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO099,NIORO---A1---Soil4_A1,NIORO-4--A1--IEFA-RCP8.5_MID,,!,NIORO099,PORO,ITSN840067,4,4,,,,,,,,
*,NIORO100,NIORO---A1---Soil4_A1,NIORO-5--A1--IEFA-RCP8.5_MID,,!,NIORO100,PORO,ITSN840067,4,5,,,,,,,,
