#,EXNAME,FL_LAT,FL_LONG,WST_ID,SOIL_ID,PDATE,CRID,FEN_TOT,OM_TOT,HDATE,HWAH,BWAH,TR_NOTES,,,,,,,,,,,,,
!,NIORO052,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-19,MAZ,0,2200,2007-10-07,1000,,,,,,,,,,,,,,,
!,NIORO053,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-09,MAZ,16,0,2007-09-27,500,,,,,,,,,,,,,,,
!,NIORO054,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-20,MAZ,0,213,2007-10-08,200,,,,,,,,,,,,,,,
!,NIORO055,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-18,MAZ,11,0,2007-10-06,200,,,,,,,,,,,,,,,
!,NIORO056,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-11,MAZ,0,1667,2007-09-29,400,,,,,,,,,,,,,,,
!,NIORO057,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-21,MAZ,0,0,2007-10-09,240,,,,,,,,,,,,,,,
!,NIORO058,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-22,MAZ,0,0,2007-10-10,500,,,,,,,,,,,,,,,
!,NIORO059,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-14,MAZ,0,0,2007-10-02,400,,,,,,,,,,,,,,,
!,NIORO060,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-13,MAZ,0,0,2007-10-01,2000,,,,,,,,,,,,,,,
!,NIORO061,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-29,MAZ,0,0,2007-10-17,467,,,,,,,,,,,,,,,
!,NIORO062,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-09,MAZ,0,0,2007-09-27,450,,,,,,,,,,,,,,,
!,NIORO063,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-01,MAZ,0,0,2007-09-19,800,,,,,,,,,,,,,,,
!,NIORO064,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-10,MAZ,0,0,2007-09-28,150,,,,,,,,,,,,,,,
!,NIORO065,13.7042,-15.5114,NGAY,ITSN840080-A1,2007-07-16,MAZ,0,0,2007-10-04,300,,,,,,,,,,,,,,,
!,NIORO066,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-19,MAZ,0,1733,2007-10-07,1000,,,,,,,,,,,,,,,
!,NIORO067,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-06,MAZ,0,1167,2007-09-24,500,,,,,,,,,,,,,,,
!,NIORO068,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-11,MAZ,126,0,2007-09-29,4000,,,,,,,,,,,,,,,
!,NIORO069,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-08,MAZ,0,0,2007-09-26,500,,,,,,,,,,,,,,,
